show_id,show_name,publisher,episode_id,episode_name,description,release_date,duration_ms,duration_min,explicit,language,spotify_url,audio_preview_url
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,1yvt134ri0ewmnog3WXewY,"Hablemos de feminismo: y de la ""academia de violación""","Este es un capítulo que no habría querido hacer nunca, pero es importante. Un reportaje sobre el tema aquí:https://www.publico.es/opinion/columnas/academia-violadores-importa-medios.html",2026-04-26,1750654,29.2,False,es-CL,https://open.spotify.com/episode/1yvt134ri0ewmnog3WXewY,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,6tOuf6fsVWLtLyePKdk5YK,Hablemos de feminismo: y del derecho a voto de las mujeres,"Hola! hoy hablo de un tema que está dando vueltas en tiktok, les dejo link de referencia aquí:https://www.youtube.com/shorts/6NXGPYeqyW4",2026-04-17,1623316,27.1,False,es-CL,https://open.spotify.com/episode/6tOuf6fsVWLtLyePKdk5YK,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,1WvnSGvwEjQOW3kXrMf5MU,Hablemos de feminismo: y de que este podcast cumple 4 años!,"Hola! este es un capítulo aniversario, donde doy un par de vueltas y comento un poco el mundo y como ha cambiado en estos 4 años. ",2026-01-18,1925788,32.1,False,es-CL,https://open.spotify.com/episode/1WvnSGvwEjQOW3kXrMf5MU,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,1smwRFlMnUj9XWBdKVmTd2,Hablemos de feminismo: y del fascismo reciente.,"hola! acá desvario un poco, pero les cuento mis percepciones sobre este gobierno de ultra derecha que eligieron mis compatriotas (yo no lo elegí). Y hablo de el cuento de la criada, que es del año 1985. Hace 40 años Margaret Atwood nos vio venir. Si tienen sugerencias de plataformas para podcast, estoy atenta :)",2025-12-15,1686251,28.1,False,es-CL,https://open.spotify.com/episode/1smwRFlMnUj9XWBdKVmTd2,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,0278z1DsNnkD2by9n3Q02G,Hablemos de feminismo: y del consentimiento.,"Hola! gracias por escuchar siempre. Hablo de un vídeo, es este: https://www.youtube.com/watch?v=BuuyajcjFC4Pueden leer el libro de Rosa Cobo aquí:https://diariofemenino.com.ar/df/el-consentimiento-sexual-es-un-mito-rosa-cobo-y-luisa-posada/",2025-11-02,1651200,27.5,False,es-CL,https://open.spotify.com/episode/0278z1DsNnkD2by9n3Q02G,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,3u8ZkwA7EyNRq4tHddJAOJ,"Hablemos de feminismo: y de por qué (no existe) el hombre ""performativo""",Hola! gracias por escuchar siempre. Dejo el link del artículo que cito aquí https://www.nytimes.com/es/2025/08/19/espanol/cultura/hombre-performativo.html,2025-09-06,1927683,32.1,False,es-CL,https://open.spotify.com/episode/3u8ZkwA7EyNRq4tHddJAOJ,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,28yMBQpGQBFZptWwCPlVI2,Hablemos de feminismo: y de los concursos de belleza,Hola! en este capítulo hablo un poco del fenómeno de los concursos de belleza en base al contexto de Chile. ,2025-08-11,1692233,28.2,False,es-CL,https://open.spotify.com/episode/28yMBQpGQBFZptWwCPlVI2,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,2F8mYo3lqc75uZ065iutOh,Hablemos de feminismo: y del clean look aesthetic,"Hola! gracias por estar aquí. Los artículos que cito son:https://www.byrdie.com/clean-girl-aesthetic-critique-6744031https://fanfanfatal.substack.com/p/el-clean-look-o-como-la-extrema-derechaY los libros que nombro son: porque algunos hombres odian a las mujeres de Vivian Gornick y Desde los Zulos, de Dahlia de la Cerda. Ambos son de la editorial sexto piso. Un abrazo, ",2025-07-06,2291772,38.2,False,es-CL,https://open.spotify.com/episode/2F8mYo3lqc75uZ065iutOh,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,17wIvP0jsyh6rgsR24n7Vs,Hablemos de feminismo: y de las mujeres y la guerra,"Hola! tanto tiempo. Gracias por escuchar siempre, por las ideas y por seguir aquí. Nos veremos más seguido. Un abrazo, ",2025-06-26,2390782,39.8,False,es-CL,https://open.spotify.com/episode/17wIvP0jsyh6rgsR24n7Vs,
0AFGrellfefTQe24jEzqeV,Hablemos de feminismo,,6YOZLR97sec8ozkotJWRDd,Hablemos de feminismo y de ¿Qué es ser mujer?,"Este es un capítulo difícil, que hubiera preferido no hacer. Pero, como siempre, atenta a sus comentarios.Estos son los dos textos de los que hablo:https://monoskop.org/images/d/d5/Herculine_Barbin_Llamada_Alexina_B.pdfhttps://www.publico.es/opinion/columnas/violencia-transfobas-manana-ira.html?utm_medium=social&utm_campaign=Publico&utm_source=Twitter",2025-04-21,1770809,29.5,False,es-CL,https://open.spotify.com/episode/6YOZLR97sec8ozkotJWRDd,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,7eHASpBxhFjwwOB58eLGHr,"Principio, medio, fin con Valeria Luiselli","Fronteras, volcanes, madres, hijas y ecos del principio y del fin del Tiempo. La última novela de Valeria Luiselli te da todo eso y además la mejor manera de decir “tetas” que hemos encontrado. Hablamos con ella de todo esto, del manuscrito que ha enterrado en un bosque de Noruega (Renate Reinsve!) y de su habilidad para el pole dancing. Además, Juicios Prematuros de Cannes 2026 y un repaso al correo amiguer. Libros:  Principio, medio, fin, Valeria Luiselli (Feltrinelli, Angle Editorial) ",2026-05-12,5516820,91.9,False,es,https://open.spotify.com/episode/7eHASpBxhFjwwOB58eLGHr,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,6qCt46lKP9P8IUxsIjm0sc,Estéticas del desquicie,"Mar-a-Lago, hipersticiones, ashwaganda, gominolas de creatina, policrisis delulu, hip dips, el piso de carlos peguer, slaymaxxing, mogging, midface ratio, osteotomía bimaxilar, onlyfans del suburbio, slopaganda iraní, el zara de diagonal, method dressing, seguridad ontológica, reencantamiento fallido, fascia triste, catalan chicslop, it’s very paella, gótico iluminado. Amiga, cógenos de la mano, que te acompañamos en este tortuoso camino por la nueva fealdad. Llegó la hora de asumir que vivimos en la era del peak desquicie.  Links artículos -El Dragon Khan social de Carlos Peguer. Delia Rodríguez, El País. -The Team behind a Lego-themed pro-Iran viral campaign. Kyle Chayka, The New Yorker.  -The Banal Horror of Jimmy Fallon. Jon Greenaway, Current Affairs. -Does the New York Times need a magazine? Charlotte Klein, The Cut. -Looks aren’t everything? Clavicular begs to differ. Joseph Bernstein, New York Times. -Looksmaxxing, AI, Peptides, Sports Betting — They're All The Same Thing!, P.E. Moskowitz, Substack ",2026-04-28,6767678,112.8,False,es,https://open.spotify.com/episode/6qCt46lKP9P8IUxsIjm0sc,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,199iSfvzaYANJPbklNMLi2,"Atiende, Sant Jordi 2026","A falta de una recomendación de libro para Sant Jordi venimos con 34 RECOMENDACIONES, un MacroAtiendeAmiga que hacemos acompañadas de algunas de nuestras obreras favoritas del sector editorial. Además, entrevista con Desirée de Fez, autora de ‘No la dejes sola’ y coguionista de ‘Pizza movies’. Sobre madres, hijas, hermanas, el centro comercial como refugio y el dolor de barriga que se siente al volver al lugar del que salimos. Lista de enlaces a artículos: Luna Miguel en Substack sobre cobrar por promocionar libros en redes Especial de ‘The Baffler’ sobre los trabajos peaje para poder escribir ‘Transference in the afternoon’: el ensayo de Granta de no ficción escrito por Jesse Barron sobre el hombre que denunció a su terapeuta tras mantener con ella una aventura sexual Lista de libros recomendados por invitados y por nosotras:     ‘La mano que cura’, de Lina María Parra (Tránsito)     ‘Un conjuro’, de Paula Melchor (Letraversal)     ‘Traumacore’, de Núria Gómez Gabriel (Cielo Santo)     ‘Zorra’, Gabriela Jauregui (Lava)     ‘Químicas piedades’, de Marta Echaves (Cielo Santo)     ‘La forma extensa’, de Kate Briggs, (Como Ediciones, traducción de Carlota Melguizo)     ‘Era todo el mismo hueco’ (Random) / ‘Tot era el mateix forat’ (Periscopi) / ‘Dena zulo bera zen’ (Susa), de Eider Rodriguez     ‘Imaginar el fin’ (Paidós, traducción de )/ ‘Imaginar la fi’ (Raig Verd), de Eudald Espluga     ‘Salvapantallas’, de Luis Chaves, de Los tres editores     ‘Un estallido, antología de la poesía española 2000-2025’, coordinado por Raúl Molina Gil y Álvara López Fernández (Cátedra)     ‘Oskar y yo’, de Maria Parr (Nordica infantil, traducción de Cristina Gómez-Baggethun.)      ‘Lost lambs’, de Madeline Cash (Farrar, Straus and Giroux) y próximamente traducido en Salamandra      ‘De comida familiar’, de Alicia Álvarez Vaquero (Buen Dolor)     ‘Cantos de sirena"" de Charmian Clift  (Gatopardo, traducción de Patricia Antón)     ‘Astillas’, Leslie Jamison (Anagrama, traducido por Rita da Costa)     ‘Felicidad eterna’ de Adelaide Faith,(Mapa, traducción de Alba Pagán)     ‘Hipocondría’, de Will Rees (Alpha Decay, traducción de Albert Fuentes)     ‘El ladrón de arte: Una historia real de obsesión y crímenes por amor a la belleza’, de Michael Finkel (Taurus, traducción de Rosa Pintor)     ‘Un trabajo soñado’ de Mar Manrique (Península)      ‘Monstruos’, Claire Dededer (Penínsulta, traducción de Ana Camallonga)     ‘Tregua, que no paz’, de Miriam Toews (Sexto Piso, traducido por Julia Osuna)      ‘La teoría de la bolsa de la ficción’ de Ursula K Le guin (Rara Avis, traducción de Luciana Chieregati, Ibon Salvador y  Guadalupe Alfaro)     ‘Escritura y dinero’ de Olivia Teroba (Las afueras)     ‘Sobre mi hija’, de Kim Hye-Jin (Las afueras, traducción de Irma Zyanya Gil Yáñez y Minjeong Jeong)     ‘Alguien me quiere asesinar... y creo que es mi marido’, de Joanna Russ (Siruela, con traducción de Virgina Maza)     ‘Despiece’, Vicente Ferrer (DosBigotes)     ‘El Valle de silicio’, de Carla Nyman (Reservoir Books)     ‘Marcelino’, de Bibiana Collado Cabrera (Pepitas/Los Aciertos)     ‘Dolor exquisito’, de Sophie Calle (Comisura, traducción de Blanca Gago)     ‘Tinta y sangre’, de Han Kang (Random, traducción de Sunme Yoon) / Tinta i sang (La Magrana, traducció d’Hèctor Bofill i Hye Young Yu)     ‘Indignidad’, de Lea Ypi (Anagrama, traducción de Albert Fuentes) / ‘Indignitat’ (Angle, traducció de Miriam Cano)   LIBROS QUE QUEREMOS QUE NOS REGALEN PARA SANT JORDI Noelia: ‘Obras completas’, Sarah Kane (Continta me tienes, traducción de Eva Varela Lasheras) Begoña: ‘Transcription’, de Ben Lerner (Farrar Straus & Giroux)                ‘Dolor exquisito’, de Sophie Calle (Comisura, con traducción de Blanca Gago). ",2026-04-14,6846185,114.1,False,es,https://open.spotify.com/episode/199iSfvzaYANJPbklNMLi2,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,2YyIrDNAvgFONzUr0Jh7xO,USA: Unos Señores Acabados,"Vuelven las Relaciones Internacionales con Marcos Bartolomé. Nuestro veraneante favorito viene con una noticia importante. Se acabó el Imperio. The Party in the USA is over. La era de la hegemonía estadounidense ha llegado a su fin y aporta pruebas y datos. Por ejemplo, que el 40% de las mujeres estadounidenses entre 15 y 44 desearía irse de su país, como parte del llamado Donald Dash. Todo lo que quieres saber sobre realities del fin del mundo, chinesemaxxing y qué está pasando en Las Vegas.",2026-03-24,5017193,83.6,False,es,https://open.spotify.com/episode/2YyIrDNAvgFONzUr0Jh7xO,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,7HWTUDoTKkNN7ylOZnEuhm,Muchachas excelentes,"Bienvenidas a las Primeras Jornadas Amiga Date Cuenta de la Muchacha Excelente. La excelencia: qué onda ¿Es lo contrario de lo mediocre, o es una aspiración masculina y un poco facha de la que debemos liberarnos? Para hablar de todo esto vienen dos mujeres excelentes, Sira Abenoza y Mar García Puig. Extra: entrevista con Mayte Gómez Molina, autora de ‘La boca llena de trigo’, una novela sobre ser ungida en el mundo del arte, sentirse un fraude y negociar con lo que se percibe como excelente. Ojo, que estrenamos música original del gran Rob Román (!)",2026-03-10,5959188,99.3,False,es,https://open.spotify.com/episode/7HWTUDoTKkNN7ylOZnEuhm,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,46BLG9QkXQV8nDADemMG2x,"OOSCAV, 3a edición","Compartimos esto con Moira Rose, el personaje de Catherine O’Hara en Schitt’s Creek: nuestra estación favorita es la de los premios. Los OOSCAV, los galardones que nos inventamos con nuestro amado Álex Vicente, alcanzan su tercera edición. Todas las galas son largas y en esta encontrarás opiniones contundentes sobre Sirat, Sinners, Marty Supreme, Jacob Elordi tapándose las erecciones en Cumbres Cachondas, las nuevas nepos y quién hizo más el ridículo haciéndose el apolítico en la Berlinale. Lo que se dice un festín.",2026-02-24,7035390,117.3,False,es,https://open.spotify.com/episode/46BLG9QkXQV8nDADemMG2x,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,5Bgm6niUwf2s9hZt9AsJhr,¡Guapa! Fascismo del cuerpo volumen III,"Estamos convencidas de que hay dos tipos de personas, las que te llaman “guapa” y las que no. El guapa! casi nunca tiene nada que ver con el aspecto físico es un lubricante léxico, una caricia social o, dicho en modo ADC, un shortcut de la sociabilidad femme. A todo esto le damos vueltas hasta llegar al territorio Fascismo del Cuerpo. Que ahora se concentra en la cara, la cara de guapa. Lo explicamos rodeadas de gente guapa, guapísima, en un directo en el Cupra City Garage de Madrid.",2026-02-11,3317438,55.3,False,es,https://open.spotify.com/episode/5Bgm6niUwf2s9hZt9AsJhr,
6B9dwCg4D9rwAiOIn6ua69, Amiga Date Cuenta ,,1dOxZJbBroBV5HZJyQaNaP,"Reliquia, con Pol Guasch","Solo es enero pero ya tenemos libro del año. Esperábamos con impaciencia avalanzarnos sobre ‘Reliquia’ y cuando por fin lo pudimos leer nos dejó admiradas y un poquito rotas. Vuelve Pol Guasch, amiguer’s favourite, para hablar de su primera ‘memoir’, en la que aborda el suicidio de su padre. Con un extra de Juicios Prematuros.",2026-01-27,5103359,85.1,False,es,https://open.spotify.com/episode/1dOxZJbBroBV5HZJyQaNaP,
